time,isobaricInhPa,latitude,longitude,u_wind,v_wind,wind_direction,vertical_velocity,temperature
2015-06-07 00:00:00,1000.0,34.035014198127385,-118.1249158512706,5.0,2.0,248.1986,-0.0473721454741702,298.7
2015-06-07 03:00:00,1000.0,34.035014198127385,-118.1249158512706,3.9,1.8,245.22485,-0.03659887155887189,294.3
2015-06-07 06:00:00,1000.0,34.035014198127385,-118.1249158512706,1.8,1.4,232.12502,-0.022742697138981045,291.1
2015-06-07 09:00:00,1000.0,34.035014198127385,-118.1249158512706,0.9,-0.2,-77.47119,-0.007410541835693864,291.1
2015-06-07 12:00:00,1000.0,34.035014198127385,-118.1249158512706,0.1,-1.6,-3.576355,0.008638507746944973,292.3
2015-06-07 15:00:00,1000.0,34.035014198127385,-118.1249158512706,-0.7,-1.6,23.629364,0.012727725405389492,295.9
2015-06-07 18:00:00,1000.0,34.035014198127385,-118.1249158512706,-0.1,0.1,135.0,-0.0055874676214043685,303.1
2015-06-07 21:00:00,1000.0,34.035014198127385,-118.1249158512706,1.7,1.7,225.0,-0.029765649128308667,306.4
2015-06-08 00:00:00,1000.0,34.035014198127385,-118.1249158512706,4.7,1.8,249.04422,-0.044920135506454406,305.2
2015-06-08 03:00:00,1000.0,34.035014198127385,-118.1249158512706,3.8,1.5,248.45903,-0.03486141836289202,300.1
2015-06-08 06:00:00,1000.0,34.035014198127385,-118.1249158512706,1.4,0.7,243.43495,-0.015816716867936235,297.0
2015-06-08 09:00:00,1000.0,34.035014198127385,-118.1249158512706,-0.3,-0.4,36.869904,0.0006093594734470344,297.5
2015-06-08 12:00:00,1000.0,34.035014198127385,-118.1249158512706,-1.0,-0.8,51.34018,0.008379401448983428,298.3
2015-06-08 15:00:00,1000.0,34.035014198127385,-118.1249158512706,-0.9,-1.0,41.987213,0.010294561237832539,300.7
2015-06-08 18:00:00,1000.0,34.035014198127385,-118.1249158512706,-1.1,1.1,135.0,-0.0055604595007399445,306.5
2015-06-08 21:00:00,1000.0,34.035014198127385,-118.1249158512706,1.3,3.0,203.4287,-0.0347198810357421,309.0
2015-06-09 00:00:00,1000.0,34.035014198127385,-118.1249158512706,4.6,3.2,235.1755,-0.0523374315858866,306.8
2015-06-09 03:00:00,1000.0,34.035014198127385,-118.1249158512706,4.0,2.1,242.30054,-0.037244750069880574,300.2
2015-06-09 06:00:00,1000.0,34.035014198127385,-118.1249158512706,1.5,-0.4,-75.06857,-0.003475031140471749,296.9
2015-06-09 09:00:00,1000.0,34.035014198127385,-118.1249158512706,0.5,-2.6,-10.885529,0.01671947720955163,297.6
2015-06-09 12:00:00,1000.0,34.035014198127385,-118.1249158512706,0.1,-2.1,-2.7263184,0.016153217867132138,298.4
2015-06-09 15:00:00,1000.0,34.035014198127385,-118.1249158512706,0.1,-1.4,-4.0856323,0.010698801040838514,299.7
2015-06-09 18:00:00,1000.0,34.035014198127385,-118.1249158512706,0.7,-0.1,-81.8699,-0.003736038892673525,304.0
2015-06-09 21:00:00,1000.0,34.035014198127385,-118.1249158512706,1.8,0.4,257.4712,-0.015415725166751326,306.3
2015-06-10 00:00:00,1000.0,34.035014198127385,-118.1249158512706,3.5,0.5,261.8699,-0.02385990906091526,305.4
2015-06-10 03:00:00,1000.0,34.035014198127385,-118.1249158512706,2.9,1.0,250.9744,-0.022151012720836367,301.6
2015-06-10 06:00:00,1000.0,34.035014198127385,-118.1249158512706,1.3,2.0,213.02386,-0.020484570857829527,297.9
2015-06-10 09:00:00,1000.0,34.035014198127385,-118.1249158512706,0.4,3.0,187.59464,-0.022638791734378817,295.3
2015-06-10 12:00:00,1000.0,34.035014198127385,-118.1249158512706,-0.2,2.5,175.42609,-0.014146210543962387,293.0
