 61 7197.284200 1.482E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7197.322500 1.168E-24 0.000E+00.06340.077  145.10000.72-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7197.368000 1.860E-24 0.000E+00.05760.074  337.56000.69-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7197.410300 1.721E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7197.434400 3.396E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7197.449900 1.416E-24 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7197.470900 3.269E-24 0.000E+00.05980.075  291.04000.70-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7197.501800 1.258E-23 0.000E+00.06340.077  156.29000.72-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7197.525400 3.386E-24 0.000E+00.06340.077  163.19000.72-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7197.541400 1.660E-23 0.000E+00.06340.077  159.71000.72-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7197.589300 1.222E-24 0.000E+00.05760.074  410.40000.69-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7197.612500 2.945E-25 0.000E+00.05760.074  384.53000.69-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7197.651100 1.709E-24 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7197.686500 4.318E-25 0.000E+00.05760.074  369.47000.69-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7197.727600 1.344E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7197.753500 7.715E-25 0.000E+00.05980.075  291.41000.70-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7197.797900 9.191E-26 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7197.843800 4.910E-25 0.000E+00.05760.074  404.80000.69-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7197.860500 1.894E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7197.887100 3.962E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7197.931300 1.455E-24 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7197.956000 2.730E-24 0.000E+00.05500.073  499.37000.65-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7198.005500 6.951E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7198.039700 8.456E-25 0.000E+00.05500.073  447.86000.65-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7198.062000 2.880E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7198.078400 5.944E-25 0.000E+00.05760.074  363.31000.69-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7198.103400 4.577E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7198.134400 7.214E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7198.157000 1.785E-24 0.000E+00.06450.081   12.06000.68-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7198.175400 5.374E-24 0.000E+00.05980.075  311.35000.70-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7198.206500 3.668E-25 0.000E+00.06140.078  196.97000.70-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7198.229500 1.482E-24 0.000E+00.05370.070  540.33000.64-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7198.258000 3.082E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7198.278300 2.841E-24 0.000E+00.05980.075  292.66000.70-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7198.297200 1.865E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7198.319900 1.359E-24 0.000E+00.05500.073  484.95000.65-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7198.341800 3.170E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7198.358900 1.334E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7198.405000 3.742E-25 0.000E+00.05760.074  369.47000.69-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7198.448100 1.837E-24 0.000E+00.06450.083   24.02000.70-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7198.468100 1.305E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7198.488100 2.828E-24 0.000E+00.06140.078  220.01000.70-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7198.506000 1.406E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7198.556500 1.065E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7198.568600 1.975E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7198.592000 1.709E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7198.634200 1.844E-24 0.000E+00.06480.078  104.16000.72-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7198.659300 6.527E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7198.681300 1.089E-24 0.000E+00.05980.075  299.20000.70-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7198.704600 6.688E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7198.721600 6.288E-24 0.000E+00.05980.075  288.12000.70-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7198.738600 7.879E-25 0.000E+00.05980.075  298.97000.70-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7198.761400 3.944E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7198.778600 2.920E-25 0.000E+00.05760.074  347.77000.69-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7198.811800 1.112E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7198.875900 2.008E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
 61 7198.891600 3.832E-24 0.000E+00.06480.078   90.96000.72-.014000                   0 0 0 0 1A1                              553332504137 7 1 7     0.0    0.0
 61 7198.923900 2.901E-25 0.000E+00.04930.065  999.99000.62-.014000                   0 0 0 0 1A1                              552222504137 7 1 7     0.0    0.0
